/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00000.png,1520,441,1761,698,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00001.png,547,364,884,690,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00002.png,1329,235,1455,560,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00002.png,1648,356,1783,644,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00003.png,1611,427,1826,762,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00003.png,1261,492,1469,715,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00004.png,1165,431,1259,698,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00005.png,1745,357,1992,771,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00005.png,1387,379,1618,741,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00006.png,1205,157,1487,760,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00006.png,1634,274,1870,872,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00007.png,182,679,404,917,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00007.png,571,610,807,883,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00008.png,1604,168,1898,636,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00008.png,1125,140,1454,604,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00009.png,1616,451,1876,723,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00010.png,314,92,498,367,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00010.png,241,445,434,631,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00010.png,677,339,866,537,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00011.png,1657,179,1955,689,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00011.png,1226,352,1506,619,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00012.png,1536,354,1724,929,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00012.png,1235,399,1409,715,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00013.png,581,461,862,867,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00013.png,252,188,458,722,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00014.png,110,326,355,600,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00015.png,1374,373,1539,694,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00015.png,1709,244,1854,596,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00016.png,1173,191,1474,804,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00016.png,1567,210,1888,810,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00017.png,1624,430,1853,659,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00017.png,1214,532,1405,688,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00018.png,56,345,225,581,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00019.png,49,388,290,835,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00019.png,512,386,778,708,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00020.png,503,271,865,938,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00021.png,299,530,467,687,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00022.png,305,235,431,560,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00022.png,624,356,759,644,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00023.png,1176,558,1415,766,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00024.png,240,354,437,655,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00025.png,638,598,823,736,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00026.png,1150,420,1444,718,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00026.png,1665,438,1940,720,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00027.png,1176,558,1415,766,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00028.png,1223,410,1426,637,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00029.png,214,257,414,827,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00029.png,640,277,862,789,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00030.png,1577,371,1849,581,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00030.png,1329,404,1437,551,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00031.png,1323,324,1508,521,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00032.png,187,565,379,897,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00032.png,567,556,787,961,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00033.png,1241,231,1465,511,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00034.png,165,160,404,766,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00034.png,522,152,765,690,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00035.png,1323,530,1491,687,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00036.png,215,326,379,667,opacity
/sith/KaggleSandbox/src/etl/../../data/train_images/concat/ConcatenatedImage00037.png,1244,545,1418,827,opacity
